,undl_id,undl_link,resolution,subject_list,matching_subjects,non_matching_subjects,match_type
31,278666,https://digitallibrary.un.org/record/278666,A/RES/38/51,"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS', 'DECOLONIZATION', 'INTERGOVERNMENTAL ORGANIZATIONS']","['DECOLONIZATION', 'INTERGOVERNMENTAL ORGANIZATIONS']","['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",partial_match
32,278667,https://digitallibrary.un.org/record/278667,A/RES/38/54,['DECOLONIZATION'],['DECOLONIZATION'],[],all_match
33,278668,https://digitallibrary.un.org/record/278668,A/RES/38/55,['DECOLONIZATION'],['DECOLONIZATION'],[],all_match
34,278669,https://digitallibrary.un.org/record/278669,A/RES/38/58A,['PALESTINE QUESTION'],['PALESTINE QUESTION'],[],all_match
35,278670,https://digitallibrary.un.org/record/278670,A/RES/38/58B,['PALESTINE QUESTION'],['PALESTINE QUESTION'],[],all_match
36,278671,https://digitallibrary.un.org/record/278671,A/RES/38/58C,['PALESTINE QUESTION'],['PALESTINE QUESTION'],[],all_match
37,278672,https://digitallibrary.un.org/record/278672,A/RES/38/58D,['PALESTINE QUESTION'],['PALESTINE QUESTION'],[],all_match
38,278673,https://digitallibrary.un.org/record/278673,A/RES/38/58E,['PALESTINE QUESTION'],['PALESTINE QUESTION'],[],all_match
39,278674,https://digitallibrary.un.org/record/278674,A/RES/38/59A,"['LAW OF THE SEA', 'CONVENTION (1982)']",['LAW OF THE SEA'],['CONVENTION (1982)'],partial_match
40,278675,https://digitallibrary.un.org/record/278675,A/RES/38/61,"['LATIN AMERICA AND THE CARIBBEAN', 'NUCLEAR-WEAPON-FREE ZONES']","['LATIN AMERICA AND THE CARIBBEAN', 'NUCLEAR-WEAPON-FREE ZONES']",[],all_match
41,278676,https://digitallibrary.un.org/record/278676,A/RES/38/62,"['NUCLEAR WEAPON TESTS', 'CESSATION']",['NUCLEAR WEAPON TESTS'],['CESSATION'],partial_match
42,278677,https://digitallibrary.un.org/record/278677,A/RES/38/63,"['NUCLEAR WEAPON TESTS', 'TREATIES']","['NUCLEAR WEAPON TESTS', 'TREATIES']",[],all_match
43,278678,https://digitallibrary.un.org/record/278678,A/RES/38/65,"['SOUTH ASIA', 'NUCLEAR-WEAPON-FREE ZONES']","['SOUTH ASIA', 'NUCLEAR-WEAPON-FREE ZONES']",[],all_match
44,278679,https://digitallibrary.un.org/record/278679,A/RES/38/67,"['NON-NUCLEAR-WEAPON STATES', 'SECURITY', 'STRENGTHENING', 'CONVENTION (DRAFT)']",['NON-NUCLEAR-WEAPON STATES'],"['SECURITY', 'STRENGTHENING', 'CONVENTION (DRAFT)']",partial_match
45,278680,https://digitallibrary.un.org/record/278680,A/RES/38/68,"['NON-NUCLEAR-WEAPON STATES', 'SECURITY', 'STRENGTHENING', 'INTERNATIONAL ARRANGEMENTS']",['NON-NUCLEAR-WEAPON STATES'],"['SECURITY', 'STRENGTHENING', 'INTERNATIONAL ARRANGEMENTS']",partial_match
46,278681,https://digitallibrary.un.org/record/278681,A/RES/38/69,"['ISRAEL', 'NUCLEAR WEAPONS']","['ISRAEL', 'NUCLEAR WEAPONS']",[],all_match
47,278682,https://digitallibrary.un.org/record/278682,A/RES/38/70,"['OUTER SPACE', 'ARMS RACE']","['OUTER SPACE', 'ARMS RACE']",[],all_match
48,278684,https://digitallibrary.un.org/record/278684,A/RES/38/71A,"['DISARMAMENT', 'DEVELOPMENT']","['DISARMAMENT', 'DEVELOPMENT']",[],all_match
49,278686,https://digitallibrary.un.org/record/278686,A/RES/38/72,"['NUCLEAR WEAPON TESTS', 'PROHIBITION']",['NUCLEAR WEAPON TESTS'],['PROHIBITION'],partial_match
50,278687,https://digitallibrary.un.org/record/278687,A/RES/38/73B,"['DISARMAMENT', 'RECOMMENDATIONS OF GENERAL ASSEMBLY (12TH SPEC. SESS.)', 'IMPLEMENTATION']",['DISARMAMENT'],"['RECOMMENDATIONS OF GENERAL ASSEMBLY (12TH SPEC. SESS.)', 'IMPLEMENTATION']",partial_match
51,278688,https://digitallibrary.un.org/record/278688,A/RES/38/73E,"['DISARMAMENT', 'RECOMMENDATIONS OF GENERAL ASSEMBLY (12TH SPEC. SESS.)', 'IMPLEMENTATION']",['DISARMAMENT'],"['RECOMMENDATIONS OF GENERAL ASSEMBLY (12TH SPEC. SESS.)', 'IMPLEMENTATION']",partial_match
52,278689,https://digitallibrary.un.org/record/278689,A/RES/38/73F,"['DISARMAMENT', 'RECOMMENDATIONS OF GENERAL ASSEMBLY (12TH SPEC. SESS.)', 'IMPLEMENTATION']",['DISARMAMENT'],"['RECOMMENDATIONS OF GENERAL ASSEMBLY (12TH SPEC. SESS.)', 'IMPLEMENTATION']",partial_match
53,278690,https://digitallibrary.un.org/record/278690,A/RES/38/73G,,[],[],no_subjects
54,278691,https://digitallibrary.un.org/record/278691,A/RES/38/73H,"['DISARMAMENT', 'RECOMMENDATIONS OF GENERAL ASSEMBLY (12TH SPEC. SESS.)', 'IMPLEMENTATION']",['DISARMAMENT'],"['RECOMMENDATIONS OF GENERAL ASSEMBLY (12TH SPEC. SESS.)', 'IMPLEMENTATION']",partial_match
55,278692,https://digitallibrary.un.org/record/278692,A/RES/38/74,"['REVIEW CONFERENCE OF THE PARTIES TO THE TREATY ON THE NON-PROLIFERATION OF NUCLEAR WEAPONS (3RD : 1985 : GENEVA)', 'PREPARATIONS']",[],"['REVIEW CONFERENCE OF THE PARTIES TO THE TREATY ON THE NON-PROLIFERATION OF NUCLEAR WEAPONS (3RD : 1985 : GENEVA)', 'PREPARATIONS']",no_match
56,278693,https://digitallibrary.un.org/record/278693,A/RES/38/75,"['NUCLEAR WAR', 'CONDEMNATION']",['NUCLEAR WAR'],['CONDEMNATION'],partial_match
57,278694,https://digitallibrary.un.org/record/278694,A/RES/38/76,['NUCLEAR WEAPON FREEZE'],[],['NUCLEAR WEAPON FREEZE'],no_match
58,278695,https://digitallibrary.un.org/record/278695,A/RES/38/79A,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
59,278696,https://digitallibrary.un.org/record/278696,A/RES/38/79B,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
60,278697,https://digitallibrary.un.org/record/278697,A/RES/38/79C,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
61,278698,https://digitallibrary.un.org/record/278698,A/RES/38/79D,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
62,278699,https://digitallibrary.un.org/record/278699,A/RES/38/79E,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
63,278700,https://digitallibrary.un.org/record/278700,A/RES/38/79F,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
64,278701,https://digitallibrary.un.org/record/278701,A/RES/38/79G,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
65,278702,https://digitallibrary.un.org/record/278702,A/RES/38/79H,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
66,278703,https://digitallibrary.un.org/record/278703,A/RES/38/80,"['OUTER SPACE', 'PEACEFUL USES']",['OUTER SPACE'],['PEACEFUL USES'],partial_match
67,278704,https://digitallibrary.un.org/record/278704,A/RES/38/81,"['PEACEKEEPING OPERATIONS', 'REVIEW']",['PEACEKEEPING OPERATIONS'],['REVIEW'],partial_match
68,278705,https://digitallibrary.un.org/record/278705,A/RES/38/82B,['PUBLIC INFORMATION'],['PUBLIC INFORMATION'],[],all_match
69,278706,https://digitallibrary.un.org/record/278706,A/RES/38/83A,"['PALESTINE REFUGEES', 'ASSISTANCE']",['PALESTINE REFUGEES'],['ASSISTANCE'],partial_match
70,278707,https://digitallibrary.un.org/record/278707,A/RES/38/83D,"['PALESTINE REFUGEES', 'ASSISTANCE']",['PALESTINE REFUGEES'],['ASSISTANCE'],partial_match
71,278708,https://digitallibrary.un.org/record/278708,A/RES/38/83E,"['PALESTINE REFUGEES', 'ASSISTANCE']",['PALESTINE REFUGEES'],['ASSISTANCE'],partial_match
72,278709,https://digitallibrary.un.org/record/278709,A/RES/38/83F,"['PALESTINE REFUGEES', 'ASSISTANCE']",['PALESTINE REFUGEES'],['ASSISTANCE'],partial_match
73,278710,https://digitallibrary.un.org/record/278710,A/RES/38/83G,"['PALESTINE REFUGEES', 'ASSISTANCE']",['PALESTINE REFUGEES'],['ASSISTANCE'],partial_match
74,278711,https://digitallibrary.un.org/record/278711,A/RES/38/83H,"['PALESTINE REFUGEES', 'ASSISTANCE']",['PALESTINE REFUGEES'],['ASSISTANCE'],partial_match
75,278712,https://digitallibrary.un.org/record/278712,A/RES/38/83I,"['PALESTINE REFUGEES', 'ASSISTANCE']",['PALESTINE REFUGEES'],['ASSISTANCE'],partial_match
76,278713,https://digitallibrary.un.org/record/278713,A/RES/38/83J,"['PALESTINE REFUGEES', 'ASSISTANCE']",['PALESTINE REFUGEES'],['ASSISTANCE'],partial_match
77,278714,https://digitallibrary.un.org/record/278714,A/RES/38/83K,"['PALESTINE REFUGEES', 'ASSISTANCE']",['PALESTINE REFUGEES'],['ASSISTANCE'],partial_match
78,278715,https://digitallibrary.un.org/record/278715,A/RES/38/85,"['TERRITORIES OCCUPIED BY ISRAEL', 'MEDITERRANEAN-DEAD SEA CANAL PROJECT']",['TERRITORIES OCCUPIED BY ISRAEL'],['MEDITERRANEAN-DEAD SEA CANAL PROJECT'],partial_match
79,278716,https://digitallibrary.un.org/record/278716,A/RES/38/100,"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",[],"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",no_match
80,278717,https://digitallibrary.un.org/record/278717,A/RES/38/101,"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",[],"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",no_match
81,278718,https://digitallibrary.un.org/record/278718,A/RES/38/102,"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",[],"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",no_match
82,278719,https://digitallibrary.un.org/record/278719,A/RES/38/107,"['WOMEN', 'INTERNATIONAL DECADES']","['WOMEN', 'INTERNATIONAL DECADES']",[],all_match
83,278720,https://digitallibrary.un.org/record/278720,A/RES/38/108,,[],[],no_subjects
84,278721,https://digitallibrary.un.org/record/278721,A/RES/38/112,"['SCIENCE AND TECHNOLOGY', 'HUMAN RIGHTS']","['SCIENCE AND TECHNOLOGY', 'HUMAN RIGHTS']",[],all_match
85,278722,https://digitallibrary.un.org/record/278722,A/RES/38/113,"['SCIENCE AND TECHNOLOGY', 'HUMAN RIGHTS']","['SCIENCE AND TECHNOLOGY', 'HUMAN RIGHTS']",[],all_match
86,278723,https://digitallibrary.un.org/record/278723,A/RES/38/124,"['HUMAN RIGHTS', 'ADVANCEMENT']",['HUMAN RIGHTS'],['ADVANCEMENT'],partial_match
87,278724,https://digitallibrary.un.org/record/278724,A/RES/38/128,"['NEW INTERNATIONAL ECONOMIC ORDER', 'LEGAL ASPECTS']",['LEGAL ASPECTS'],['NEW INTERNATIONAL ECONOMIC ORDER'],partial_match
88,278725,https://digitallibrary.un.org/record/278725,A/RES/38/132,"['PEACE AND SECURITY', 'CODE OF OFFENCES (DRAFT)']",[],"['PEACE AND SECURITY', 'CODE OF OFFENCES (DRAFT)']",no_match
89,278726,https://digitallibrary.un.org/record/278726,A/RES/38/133,"['FORCE IN INTERNATIONAL RELATIONS', 'REPORTS']",['FORCE IN INTERNATIONAL RELATIONS'],['REPORTS'],partial_match
90,278727,https://digitallibrary.un.org/record/278727,A/RES/38/144,"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",[],"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",no_match
91,278728,https://digitallibrary.un.org/record/278728,A/RES/38/145,"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",[],"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",no_match
92,278729,https://digitallibrary.un.org/record/278729,A/RES/38/150,"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",[],"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",no_match
93,278730,https://digitallibrary.un.org/record/278730,A/RES/38/154,,[],[],no_subjects
94,278731,https://digitallibrary.un.org/record/278731,A/RES/38/162,"['DESERTIFICATION', 'PLAN OF ACTION']",['DESERTIFICATION'],['PLAN OF ACTION'],partial_match
95,278732,https://digitallibrary.un.org/record/278732,A/RES/38/166,['HUMAN SETTLEMENTS'],['HUMAN SETTLEMENTS'],[],all_match
96,278733,https://digitallibrary.un.org/record/278733,A/RES/38/174,,[],[],no_subjects
97,278734,https://digitallibrary.un.org/record/278734,A/RES/38/177,"['UNITAR', 'ACTIVITIES']",['ACTIVITIES'],['UNITAR'],partial_match
98,278735,https://digitallibrary.un.org/record/278735,A/RES/38/180A,['MIDDLE EAST SITUATION'],['MIDDLE EAST SITUATION'],[],all_match
99,278736,https://digitallibrary.un.org/record/278736,A/RES/38/180B,['MIDDLE EAST SITUATION'],['MIDDLE EAST SITUATION'],[],all_match
100,278737,https://digitallibrary.un.org/record/278737,A/RES/38/180C,['MIDDLE EAST SITUATION'],['MIDDLE EAST SITUATION'],[],all_match
101,278738,https://digitallibrary.un.org/record/278738,A/RES/38/180D,['MIDDLE EAST SITUATION'],['MIDDLE EAST SITUATION'],[],all_match
102,278739,https://digitallibrary.un.org/record/278739,A/RES/38/180E,['MIDDLE EAST SITUATION'],['MIDDLE EAST SITUATION'],[],all_match
103,278741,https://digitallibrary.un.org/record/278741,A/RES/38/181A,"['AFRICA', 'NUCLEAR-WEAPON-FREE ZONES']","['AFRICA', 'NUCLEAR-WEAPON-FREE ZONES']",[],all_match
104,278742,https://digitallibrary.un.org/record/278742,A/RES/38/181B,"['AFRICA', 'NUCLEAR-WEAPON-FREE ZONES']","['AFRICA', 'NUCLEAR-WEAPON-FREE ZONES']",[],all_match
105,278743,https://digitallibrary.un.org/record/278743,A/RES/38/182,['WEAPONS OF MASS DESTRUCTION'],['WEAPONS OF MASS DESTRUCTION'],[],all_match
106,278744,https://digitallibrary.un.org/record/278744,A/RES/38/183A,"['DISARMAMENT', 'RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",['DISARMAMENT'],"['RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",partial_match
107,278746,https://digitallibrary.un.org/record/278746,A/RES/38/183B,"['DISARMAMENT', 'RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",['DISARMAMENT'],"['RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",partial_match
108,278747,https://digitallibrary.un.org/record/278747,A/RES/38/183C,"['DISARMAMENT', 'RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",['DISARMAMENT'],"['RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",partial_match
109,278748,https://digitallibrary.un.org/record/278748,A/RES/38/183D,"['DISARMAMENT', 'RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",['DISARMAMENT'],"['RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",partial_match
110,278749,https://digitallibrary.un.org/record/278749,A/RES/38/183F,"['DISARMAMENT', 'RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",['DISARMAMENT'],"['RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",partial_match
111,278750,https://digitallibrary.un.org/record/278750,A/RES/38/183G,"['DISARMAMENT', 'RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",['DISARMAMENT'],"['RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",partial_match
112,278751,https://digitallibrary.un.org/record/278751,A/RES/38/183H,"['DISARMAMENT', 'RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",['DISARMAMENT'],"['RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",partial_match
113,278752,https://digitallibrary.un.org/record/278752,A/RES/38/183I,"['DISARMAMENT', 'RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",['DISARMAMENT'],"['RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",partial_match
114,278753,https://digitallibrary.un.org/record/278753,A/RES/38/183J,"['DISARMAMENT', 'RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",['DISARMAMENT'],"['RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",partial_match
115,278754,https://digitallibrary.un.org/record/278754,A/RES/38/183L,"['DISARMAMENT', 'RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",['DISARMAMENT'],"['RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",partial_match
116,278755,https://digitallibrary.un.org/record/278755,A/RES/38/183M,"['DISARMAMENT', 'RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",['DISARMAMENT'],"['RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",partial_match
117,278757,https://digitallibrary.un.org/record/278757,A/RES/38/183N,"['DISARMAMENT', 'RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",['DISARMAMENT'],"['RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",partial_match
118,278758,https://digitallibrary.un.org/record/278758,A/RES/38/183P,"['DISARMAMENT', 'RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",['DISARMAMENT'],"['RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)', 'IMPLEMENTATION']",partial_match
119,278759,https://digitallibrary.un.org/record/278759,A/RES/38/184B,"['MILITARY BUDGETS', 'REDUCTION']",['MILITARY BUDGETS'],['REDUCTION'],partial_match
120,278760,https://digitallibrary.un.org/record/278760,A/RES/38/187A,"['CHEMICAL WEAPONS', 'PROHIBITION']",['CHEMICAL WEAPONS'],['PROHIBITION'],partial_match
121,278761,https://digitallibrary.un.org/record/278761,A/RES/38/187C,"['CHEMICAL WEAPONS', 'PROHIBITION']",['CHEMICAL WEAPONS'],['PROHIBITION'],partial_match
122,278762,https://digitallibrary.un.org/record/278762,A/RES/38/188A,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
123,278763,https://digitallibrary.un.org/record/278763,A/RES/38/188C,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
124,278764,https://digitallibrary.un.org/record/278764,A/RES/38/188E,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
125,278765,https://digitallibrary.un.org/record/278765,A/RES/38/188F,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
126,278766,https://digitallibrary.un.org/record/278766,A/RES/38/188G,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
127,278767,https://digitallibrary.un.org/record/278767,A/RES/38/188H,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
128,278768,https://digitallibrary.un.org/record/278768,A/RES/38/188I,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
129,278769,https://digitallibrary.un.org/record/278769,A/RES/38/188J,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
130,278770,https://digitallibrary.un.org/record/278770,A/RES/38/190,"['INTERNATIONAL SECURITY', 'STRENGTHENING', 'DECLARATION (1970)', 'IMPLEMENTATION']",['INTERNATIONAL SECURITY'],"['STRENGTHENING', 'DECLARATION (1970)', 'IMPLEMENTATION']",partial_match
131,278771,https://digitallibrary.un.org/record/278771,A/RES/38/191,['COLLECTIVE SECURITY'],[],['COLLECTIVE SECURITY'],no_match
132,278772,https://digitallibrary.un.org/record/278772,A/RES/38/196,['ECONOMIC COOPERATION'],['ECONOMIC COOPERATION'],[],all_match
133,278773,https://digitallibrary.un.org/record/278773,A/RES/38/197,['ECONOMIC COOPERATION'],['ECONOMIC COOPERATION'],[],all_match
134,278774,https://digitallibrary.un.org/record/278774,A/RES/38/202,,[],[],no_subjects
135,278775,https://digitallibrary.un.org/record/278775,A/RES/38/226,"['UN', 'BUDGET (1982-1983)']",[],"['UN', 'BUDGET (1982-1983)']",no_match
136,278776,https://digitallibrary.un.org/record/278776,A/RES/38/228A,"['UN', 'FINANCIAL SITUATION']",[],"['UN', 'FINANCIAL SITUATION']",no_match
137,278777,https://digitallibrary.un.org/record/278777,A/RES/38/232,"['COORDINATION WITHIN UN SYSTEM', 'PERSONNEL QUESTIONS']",['COORDINATION WITHIN UN SYSTEM'],['PERSONNEL QUESTIONS'],partial_match
138,278779,https://digitallibrary.un.org/record/278779,A/RES/38/233,"['COORDINATION WITHIN UN SYSTEM', 'PENSIONS']","['COORDINATION WITHIN UN SYSTEM', 'PENSIONS']",[],all_match
139,278780,https://digitallibrary.un.org/record/278780,A/RES/38/234,"['UN', 'BUDGET (1984-1985)']",[],"['UN', 'BUDGET (1984-1985)']",no_match
140,278781,https://digitallibrary.un.org/record/278781,A/RES/38/235,"['UN', 'BUDGET (1984-1985)']",[],"['UN', 'BUDGET (1984-1985)']",no_match
